iter	Passed	Remaining
1440	1601363	3955066
1441	1602477	3953963
1442	1603684	3953087
1443	1604909	3952255
1444	1605970	3951020
1445	1607139	3950051
1446	1608158	3948712
1447	1609289	3947648
1448	1610447	3946653
1449	1611496	3945389
1450	1612640	3944355
1451	1613785	3943327
1452	1614817	3942020
1453	1615964	3940997
1454	1617007	3939718
1455	1618041	3938420
1456	1619166	3937340
1457	1620335	3936369
1458	1621463	3935298
1459	1622600	3934251
1460	1623752	3933237
1461	1624907	3932231
1462	1626012	3931105
1463	1627149	3930054
1464	1628297	3929031
1465	1629445	3928007
1466	1630512	3926790
1467	1631669	3925788
1468	1632723	3924537
1469	1633901	3923586
1470	1634935	3922288
1471	1636062	3921215
1472	1637108	3919945
1473	1638276	3918971
1474	1639404	3917897
1475	1640528	3916818
1476	1641671	3915782
1477	1642700	3914472
1478	1643813	3913364
1479	1644962	3912343
1480	1646104	3911305
1481	1647263	3910304
1482	1648442	3909355
1483	1649560	3908257
1484	1650679	3907164
1485	1651799	3906072
1486	1652942	3905035
1487	1654090	3904008
1488	1655119	3902702
1489	1656248	3901632
1490	1657397	3900608
1491	1658453	3899367
1492	1659579	3898289
1493	1660699	3897196
1494	1661727	3895889
1495	1662878	3894871
1496	1664011	3893808
1497	1665184	3892840
1498	1666311	3891766
1499	1667445	3890705
1500	1668590	3889673
1501	1669717	3888595
1502	1670748	3887297
1503	1671893	3886262
1504	1673023	3885194
1505	1674064	3883918
1506	1675221	3882911
1507	1676357	3881857
1508	1677408	3880605
1509	1678543	3879546
1510	1679731	3878613
1511	1680878	3877581
1512	1681993	3876477
1513	1683041	3875218
1514	1684132	3874059
1515	1685203	3872854
1516	1686337	3871795
1517	1687492	3870783
1518	1688693	3869875
1519	1689868	3868910
1520	1691009	3867865
1521	1692159	3866841
1522	1693150	3865451
1523	1694281	3864384
1524	1695322	3863112
1525	1696467	3862076
1526	1697522	3860836
1527	1698721	3859922
1528	1699887	3858934
1529	1701012	3857851
1530	1702092	3856668
1531	1703226	3855605
1532	1704376	3854582
1533	1705527	3853558
1534	1706585	3852324
1535	1707747	3851325
1536	1708890	3850284
1537	1710022	3849219
1538	1711160	3848166
1539	1712287	3847086
1540	1713426	3846035
1541	1714510	3844861
1542	1715631	3843769
1543	1716787	3842757
1544	1717928	3841710
1545	1719072	3840671
1546	1720124	3839424
1547	1721261	3838369
1548	1722326	3837152
1549	1723374	3835899
1550	1724510	3834839
1551	1725578	3833629
1552	1726737	3832622
1553	1727906	3831638
1554	1729052	3830601
1555	1730086	3829317
1556	1731161	3828123
1557	1732313	3827099
1558	1733472	3826092
1559	1734597	3825009
1560	1735721	3823924
1561	1736763	3822658
1562	1737809	3821402
1563	1738846	3820125
1564	1740003	3819112
1565	1741033	3817821
1566	1742131	3816679
1567	1743288	3815667
1568	1744315	3814370
1569	1745375	3813145
1570	1746600	3812281
1571	1747644	3811021
1572	1748791	3809986
1573	1749920	3808911
1574	1750945	3807612
1575	1752071	3806531
1576	1753238	3805538
1577	1754393	3804522
1578	1755552	3803511
1579	1756566	3802189
1580	1757735	3801200
1581	1758870	3800139
1582	1760011	3799089
1583	1761151	3798038
1584	1762190	3796771
1585	1763220	3795482
1586	1764372	3794457
1587	1765455	3793283
1588	1766548	3792131
1589	1767596	3790883
1590	1768744	3789848
1591	1769951	3788941
1592	1771073	3787850
1593	1772189	3786749
1594	1773221	3785466
1595	1774260	3784199
1596	1775311	3782958
1597	1776359	3781710
1598	1777432	3780518
1599	1778460	3779229
1600	1779604	3778186
1601	1780727	3777099
1602	1781756	3775811
1603	1782780	3774514
1604	1783939	3773505
1605	1784925	3772127
1606	1786064	3771074
1607	1787225	3770068
1608	1788367	3769020
1609	1789405	3767753
1610	1790518	3766646
1611	1791637	3765549
1612	1792758	3764459
1613	1793813	3763228
1614	1794959	3762191
1615	1796090	3761120
1616	1797204	3760014
1617	1798328	3758928
1618	1799516	3757976
1619	1800648	3756907
1620	1801655	3755580
1621	1802765	3754465
1622	1803814	3753223
1623	1804977	3752219
1624	1806119	3751170
1625	1807155	3749902
1626	1808292	3748845
1627	1809339	3747599
1628	1810475	3746538
1629	1811619	3745495
1630	1812738	3744399
1631	1813904	3743400
1632	1815019	3742297
1633	1816062	3741044
1634	1817141	3739866
1635	1818370	3738996
1636	1819566	3738057
1637	1820704	3737001
1638	1821833	3735926
1639	1822960	3734845
1640	1824102	3733796
1641	1825186	3732629
1642	1826314	3731550
1643	1827354	3730293
1644	1828505	3729262
1645	1829520	3727953
1646	1830677	3726935
1647	1831805	3725856
1648	1832941	3724794
1649	1834054	3723687
1650	1835106	3722454
1651	1836200	3721307
1652	1837327	3720226
1653	1838459	3719156
1654	1839487	3717876
1655	1840637	3716842
1656	1841776	3715786
1657	1842867	3714634
1658	1843948	3713460
1659	1845021	3712272
1660	1846202	3711300
1661	1847249	3710059
1662	1848382	3708990
1663	1849518	3707929
1664	1850706	3706971
1665	1851829	3705882
1666	1852971	3704832
1667	1854105	3703764
1668	1855219	3702658
1669	1856342	3701568
1670	1857375	3700301
1671	1858483	3699181
1672	1859622	3698125
1673	1860794	3697134
1674	1861919	3696048
1675	1863126	3695127
1676	1864273	3694085
1677	1865402	3693008
1678	1866462	3691794
1679	1867480	3690497
1680	1868621	3689443
1681	1869756	3688378
1682	1870891	3687312
1683	1872042	3686277
1684	1873233	3685322
1685	1874358	3684238
1686	1875504	3683192
1687	1876633	3682114
1688	1877716	3680945
1689	1878850	3679878
1690	1879980	3678803
1691	1881122	3677750
1692	1882143	3676461
1693	1883271	3675380
1694	1884449	3674397
1695	1885488	3673145
1696	1886626	3672083
1697	1887628	3670759
1698	1888666	3669504
1699	1889765	3668367
1700	1890849	3667202
1701	1892004	3666176
1702	1893125	3665082
1703	1894244	3663984
1704	1895415	3662988
1705	1896542	3661904
1706	1897670	3660824
1707	1898843	3659832
1708	1899919	3658651
1709	1901057	3657590
1710	1902203	3656544
1711	1903295	3655394
1712	1904411	3654290
1713	1905543	3653218
1714	1906571	3651946
1715	1907702	3650871
1716	1908817	3649765
1717	1909849	3648501
1718	1910964	3647396
1719	1912121	3646371
1720	1913145	3645092
1721	1914314	3644089
1722	1915372	3642876
1723	1916517	3641827
1724	1917667	3640788
1725	1918810	3639735
1726	1919868	3638523
1727	1920983	3637417
1728	1922136	3636384
1729	1923250	3635277
1730	1924376	3634193
1731	1925511	3633123
1732	1926640	3632045
1733	1927766	3630960
1734	1928888	3629867
1735	1929920	3628605
1736	1930984	3627404
1737	1932186	3626462
1738	1933364	3625475
1739	1934491	3624391
1740	1935641	3623351
1741	1936782	3622294
1742	1937965	3621316
1743	1939085	3620219
1744	1940118	3618959
1745	1941222	3617834
1746	1942323	3616701
1747	1943369	3615467
1748	1944379	3614167
1749	1945530	3613128
1750	1946681	3612089
1751	1947747	3610893
1752	1948887	3609833
1753	1949921	3608578
1754	1950932	3607279
1755	1952046	3606172
1756	1953071	3604901
1757	1954169	3603764
1758	1955353	3602785
1759	1956482	3601707
1760	1957605	3600615
1761	1958687	3599450
1762	1959831	3598397
1763	1960946	3597292
1764	1962093	3596245
1765	1963224	3595168
1766	1964393	3594161
1767	1965526	3593089
1768	1966574	3591860
1769	1967611	3590612
1770	1968762	3589572
1771	1969779	3588289
1772	1970896	3587186
1773	1972038	3586130
1774	1973064	3584864
1775	1974194	3583784
1776	1975312	3582685
1777	1976471	3581660
1778	1977605	3580588
1779	1978727	3579495
1780	1979872	3578444
1781	1980914	3577207
1782	1982089	3576210
1783	1983099	3574914
1784	1984225	3573829
1785	1985374	3572785
1786	1986455	3571618
1787	1987597	3570561
1788	1988767	3569555
1789	1989797	3568296
1790	1990839	3567059
1791	1991990	3566018
1792	1993112	3564926
1793	1994138	3563660
1794	1995294	3562628
1795	1996447	3561591
1796	1997599	3560552
1797	1998685	3559393
1798	1999809	3558305
1799	2000961	3557265
1800	2002098	3556197
1801	2003119	3554925
1802	2004246	3553842
1803	2005427	3552853
1804	2006544	3551750
1805	2007681	3550683
1806	2008819	3549618
1807	2009905	3548460
1808	2011044	3547397
1809	2012174	3546318
1810	2013300	3545232
1811	2014417	3544129
1812	2015561	3543075
1813	2016704	3542017
1814	2017906	3541063
1815	2019042	3539995
1816	2020187	3538941
1817	2021217	3537685
1818	2022279	3536488
1819	2023441	3535464
1820	2024484	3534231
1821	2025612	3533148
1822	2026750	3532083
1823	2027787	3530841
1824	2028914	3529754
1825	2030070	3528721
1826	2031209	3527656
1827	2032281	3526474
1828	2033459	3525478
1829	2034629	3524466
1830	2035677	3523244
1831	2036793	3522140
1832	2037822	3520885
1833	2038952	3519805
1834	2039990	3518567
1835	2041053	3517370
1836	2042334	3516550
1837	2043671	3515826
1838	2044756	3514668
1839	2045906	3513621
1840	2047046	3512558
1841	2048275	3511647
1842	2049444	3510632
1843	2050616	3509623
1844	2051701	3508465
1845	2052855	3507425
1846	2054018	3506400
1847	2055168	3505352
1848	2056328	3504322
1849	2057479	3503275
1850	2058494	3501997
1851	2059631	3500928
1852	2060789	3499894
1853	2061925	3498823
1854	2062971	3497598
1855	2064042	3496416
1856	2065187	3495359
1857	2066339	3494315
1858	2067491	3493270
1859	2068617	3492182
1860	2069668	3490967
1861	2070725	3489762
1862	2071890	3488739
1863	2072913	3487476
1864	2073952	3486241
1865	2074974	3484978
1866	2075995	3483713
1867	2077123	3482628
1868	2078191	3481442
1869	2079360	3480426
1870	2080404	3479201
1871	2081525	3478105
1872	2082674	3477054
1873	2083796	3475959
1874	2084929	3474881
1875	2086073	3473823
1876	2087200	3472736
1877	2088339	3471670
1878	2089517	3470667
1879	2090657	3469601
1880	2091720	3468407
1881	2092841	3467312
1882	2093955	3466201
1883	2095072	3465098
1884	2096101	3463850
1885	2097257	3462810
1886	2098289	3461565
1887	2099322	3460324
1888	2100365	3459098
1889	2101525	3458065
1890	2102634	3456948
1891	2103803	3455930
1892	2104831	3454680
1893	2105842	3453404
1894	2107002	3452371
1895	2108144	3451308
1896	2109273	3450224
1897	2110310	3448990
1898	2111458	3447937
1899	2112597	3446869
1900	2113627	3445624
1901	2114814	3444635
1902	2115867	3443427
1903	2116916	3442213
1904	2117989	3441038
1905	2119023	3439800
1906	2120161	3438729
1907	2121297	3437658
1908	2122430	3436580
1909	2123476	3435362
1910	2124495	3434101
1911	2125536	3432874
1912	2126669	3431797
1913	2127749	3430634
1914	2128783	3429397
1915	2129964	3428397
1916	2131121	3427358
1917	2132164	3426137
1918	2133307	3425075
1919	2134433	3423986
1920	2135467	3422751
1921	2136522	3421547
1922	2137666	3420489
1923	2138835	3419469
1924	2139858	3418214
1925	2141012	3417171
1926	2142027	3415906
1927	2143191	3414876
1928	2144320	3413794
1929	2145389	3412614
1930	2146562	3411600
1931	2147610	3410387
1932	2148790	3409384
1933	2149934	3408324
1934	2151091	3407284
1935	2152249	3406246
1936	2153294	3405029
1937	2154433	3403960
1938	2155574	3402894
1939	2156606	3401657
1940	2157741	3400583
1941	2158856	3399476
1942	2160009	3398429
1943	2161052	3397209
1944	2162227	3396197
1945	2163372	3395138
1946	2164508	3394065
1947	2165555	3392852
1948	2166654	3391719
1949	2167682	3390478
1950	2168835	3389430
1951	2169970	3388355
1952	2171028	3387160
1953	2172175	3386103
1954	2173192	3384844
1955	2174357	3383816
1956	2175402	3382601
1957	2176587	3381603
1958	2177666	3380440
1959	2178807	3379374
1960	2179842	3378144
1961	2180894	3376941
1962	2182070	3375928
1963	2183133	3374742
1964	2184293	3373705
1965	2185323	3372468
1966	2186474	3371416
1967	2187603	3370332
1968	2188737	3369255
1969	2189874	3368183
1970	2191014	3367115
1971	2192160	3366055
1972	2193301	3364988
1973	2194448	3363932
1974	2195587	3362862
1975	2196643	3361664
1976	2197800	3360622
1977	2198962	3359587
1978	2200094	3358506
1979	2201252	3357465
1980	2202362	3356351
1981	2203491	3355265
1982	2204640	3354211
1983	2205685	3352997
1984	2206821	3351922
1985	2207962	3350856
1986	2209026	3349671
1987	2210178	3348620
1988	2211215	3347394
1989	2212202	3346094
1990	2213245	3344879
1991	2214329	3343726
1992	2215363	3342498
1993	2216504	3341430
1994	2217658	3340382
1995	2218780	3339287
1996	2219898	3338185
1997	2221046	3337128
1998	2222177	3336044
1999	2223228	3334843
2000	2224261	3333613
2001	2225496	3332686
2002	2226683	3331687
2003	2227856	3330667
2004	2229040	3329663
2005	2230167	3328574
2006	2231297	3327491
2007	2232482	3326488
2008	2233630	3325430
2009	2234796	3324398
2010	2235940	3323333
2011	2237097	3322289
2012	2238233	3321214
2013	2239399	3320181
2014	2240523	3319087
2015	2241617	3317949
2016	2242695	3316788
2017	2243704	3315524
2018	2244819	3314415
2019	2245952	3313335
2020	2247087	3312258
2021	2248092	3310989
2022	2249093	3309713
2023	2250181	3308567
2024	2251266	3307415
2025	2252358	3306276
2026	2253469	3305162
2027	2254469	3303887
2028	2255557	3302740
2029	2256641	3301588
2030	2257647	3300322
2031	2258674	3299087
2032	2259771	3297955
2033	2260789	3296707
2034	2261871	3295551
2035	2262963	3294411
2036	2264066	3293289
2037	2265158	3292148
2038	2266233	3290984
2039	2267322	3289839
2040	2268415	3288702
2041	2269510	3287566
2042	2270589	3286409
2043	2271595	3285144
2044	2272595	3283873
2045	2273595	3282600
2046	2274705	3281487
2047	2275694	3280200
2048	2276808	3279093
2049	2278105	3278249
2050	2279216	3277137
2051	2280390	3276116
2052	2281576	3275112
2053	2282732	3274065
2054	2283871	3272993
2055	2285025	3271943
2056	2286182	3270897
2057	2287329	3269836
2058	2288551	3268882
2059	2289707	3267835
2060	2290874	3266802
2061	2292022	3265743
2062	2293104	3264589
2063	2294258	3263538
2064	2295467	3262564
2065	2296610	3261497
2066	2297668	3260310
2067	2298839	3259282
2068	2299997	3258236
2069	2301139	3257168
2070	2302268	3256081
2071	2303438	3255051
2072	2304487	3253851
2073	2305626	3252778
2074	2306805	3251762
2075	2307964	3250717
2076	2309130	3249681
2077	2310249	3248579
2078	2311423	3247555
2079	2312669	3246632
2080	2313858	3245628
2081	2314951	3244490
2082	2316106	3243438
2083	2317184	3242279
2084	2318263	3241121
2085	2319370	3240003
2086	2320450	3238846
2087	2321534	3237695
2088	2322617	3236544
2089	2323707	3235401
2090	2324689	3234109
2091	2325766	3232949
2092	2326856	3231807
2093	2327856	3230539
2094	2328941	3229391
2095	2329945	3228130
2096	2331059	3227022
2097	2332075	3225778
2098	2333231	3224728
2099	2334236	3223469
2100	2335326	3222328
2101	2336332	3221070
2102	2337414	3219918
2103	2338522	3218802
2104	2339528	3217546
2105	2340616	3216403
2106	2341696	3215247
2107	2342712	3214005
2108	2343797	3212858
2109	2344887	3211718
2110	2345971	3210569
2111	2346972	3209306
2112	2348068	3208174
2113	2349182	3207067
2114	2350286	3205945
2115	2351389	3204823
2116	2352483	3203689
2117	2353572	3202547
2118	2354638	3201374
2119	2355683	3200174
2120	2356759	3199014
2121	2357827	3197844
2122	2358836	3196595
2123	2359913	3195438
2124	2360901	3194160
2125	2361991	3193021
2126	2363084	3191885
2127	2364175	3190748
2128	2365292	3189645
2129	2366372	3188493
2130	2367370	3187228
2131	2368357	3185951
2132	2369345	3184676
2133	2370380	3183463
2134	2371466	3182319
2135	2372556	3181180
2136	2373537	3179895
2137	2374533	3178631
2138	2375520	3177356
2139	2376524	3176103
2140	2377513	3174829
2141	2378522	3173583
2142	2379610	3172444
2143	2380702	3171308
2144	2381760	3170128
2145	2382820	3168951
2146	2383886	3167781
2147	2384880	3166517
2148	2385866	3165242
2149	2386956	3164104
2150	2387949	3162839
2151	2389024	3161682
2152	2390135	3160574
2153	2391205	3159410
2154	2392283	3158258
2155	2393364	3157110
2156	2394368	3155859
2157	2395373	3154611
2158	2396408	3153403
2159	2397510	3152282
2160	2398596	3151140
2161	2399733	3150066
2162	2400810	3148913
2163	2401885	3147757
2164	2402885	3146503
2165	2403965	3145355
2166	2404967	3144103
2167	2406058	3142969
2168	2407162	3141851
2169	2408236	3140695
2170	2409327	3139561
2171	2410417	3138426
2172	2411402	3137153
2173	2412383	3135876
2174	2413479	3134748
2175	2414591	3133642
2176	2415595	3132396
2177	2416665	3131234
2178	2417743	3130084
2179	2418820	3128932
2180	2419859	3127732
2181	2420942	3126588
2182	2422062	3125491
2183	2423054	3124231
2184	2424069	3122999
2185	2425072	3121753
2186	2426164	3120622
2187	2427243	3119474
2188	2428362	3118376
2189	2429356	3117119
2190	2430507	3116064
2191	2431579	3114906
2192	2432653	3113752
2193	2433734	3112607
2194	2434821	3111468
2195	2435899	3110319
2196	2436903	3109076
2197	2437897	3107820
2198	2438912	3106590
2199	2440005	3105461
2200	2441102	3104337
2201	2442137	3103133
2202	2443232	3102007
2203	2444272	3100810
2204	2445365	3099681
2205	2446444	3098534
2206	2447521	3097384
2207	2448609	3096248
2208	2449699	3095116
2209	2450706	3093878
2210	2451693	3092615
2211	2452773	3091470
2212	2453772	3090223
2213	2454765	3088968
2214	2455899	3087891
2215	2456965	3086728
2216	2458036	3085573
2217	2459021	3084308
2218	2460124	3083193
2219	2461140	3081968
2220	2462140	3080723
2221	2463249	3079615
2222	2464261	3078386
2223	2465267	3077150
2224	2466255	3075891
2225	2467253	3074646
2226	2468286	3073443
2227	2469375	3072310
2228	2470372	3071063
2229	2471379	3069829
2230	2472449	3068674
2231	2473544	3067549
2232	2474618	3066399
2233	2475750	3065320
2234	2476837	3064186
2235	2477919	3063045
2236	2479001	3061904
2237	2480077	3060756
2238	2481059	3059493
2239	2482140	3058351
2240	2483213	3057200
2241	2484219	3055967
2242	2485285	3054806
2243	2486283	3053563
2244	2487383	3052445
2245	2488451	3051289
2246	2489529	3050144
2247	2490603	3048994
2248	2491674	3047842
2249	2492711	3046646
2250	2493724	3045423
2251	2494725	3044185
2252	2495823	3043065
2253	2496830	3041835
2254	2497952	3040744
2255	2499044	3039618
2256	2500108	3038457
2257	2501071	3037173
2258	2502157	3036040
2259	2503251	3034915
2260	2504341	3033786
2261	2505441	3032670
2262	2506510	3031515
2263	2507589	3030372
2264	2508663	3029224
2265	2509651	3027972
2266	2510751	3026856
2267	2511804	3025683
2268	2512882	3024540
2269	2513871	3023290
2270	2514924	3022117
2271	2515968	3020933
2272	2517058	3019806
2273	2518160	3018691
2274	2519233	3017543
2275	2520333	3016427
2276	2521333	3015191
2277	2522422	3014062
2278	2523505	3012926
2279	2524499	3011683
2280	2525504	3010454
2281	2526602	3009335
2282	2527700	3008217
2283	2528693	3006975
2284	2529720	3005773
2285	2530720	3004538
2286	2531815	3003417
2287	2532888	3002270
2288	2533964	3001125
2289	2535052	2999997
2290	2536139	2998866
2291	2537278	2997796
2292	2538366	2996667
2293	2539460	2995545
2294	2540537	2994402
2295	2541626	2993274
2296	2542624	2992038
2297	2543706	2990902
2298	2544783	2989761
2299	2545881	2988643
2300	2546995	2987544
2301	2548124	2986463
2302	2549217	2985340
2303	2550305	2984212
2304	2551309	2982984
2305	2552385	2981841
2306	2553383	2980607
2307	2554376	2979368
2308	2555433	2978203
2309	2556566	2977127
2310	2557687	2976037
2311	2558919	2975076
2312	2560152	2974116
2313	2561275	2973027
2314	2562474	2972027
2315	2563691	2971048
2316	2564828	2969976
2317	2566072	2969027
2318	2567201	2967946
2319	2568358	2966897
2320	2569490	2965818
2321	2570613	2964729
2322	2571818	2963735
2323	2572905	2962604
2324	2573993	2961476
2325	2575119	2960391
2326	2576269	2959333
2327	2577449	2958309
2328	2578658	2957319
2329	2579889	2956354
2330	2581163	2955438
2331	2582295	2954359
2332	2583436	2953289
2333	2584556	2952197
2334	2585809	2951255
2335	2587084	2950338
2336	2588301	2949356
2337	2589498	2948351
2338	2590718	2947371
2339	2591862	2946304
2340	2593073	2945315
2341	2594169	2944194
2342	2595412	2943239
2343	2596551	2942167
2344	2597789	2941207
2345	2599013	2940231
2346	2600143	2939148
2347	2601340	2938141
2348	2602552	2937150
2349	2603809	2936211
2350	2604911	2935095
2351	2606040	2934011
2352	2607282	2933054
2353	2608555	2932131
2354	2609756	2931127
2355	2610887	2930045
2356	2612011	2928954
2357	2613259	2928002
2358	2614426	2926960
2359	2615552	2925872
2360	2616773	2924890
2361	2618021	2923938
2362	2619243	2922955
2363	2620433	2921939
2364	2621686	2920991
2365	2622901	2920001
2366	2624151	2919050
2367	2625370	2918063
2368	2626602	2917091
2369	2627726	2916000
2370	2628932	2914999
2371	2630170	2914033
2372	2631389	2913046
2373	2632619	2912071
2374	2633884	2911135
2375	2635090	2910133
2376	2636217	2909044
2377	2637422	2908040
2378	2638537	2906938
2379	2639634	2905816
2380	2640762	2904727
2381	2642017	2903779
2382	2643255	2902811
2383	2644390	2901730
2384	2645603	2900735
2385	2646842	2899768
2386	2647963	2898671
2387	2649099	2897591
2388	2650344	2896629
2389	2651575	2895653
2390	2652671	2894529
2391	2653883	2893531
2392	2655026	2892459
2393	2656216	2891436
2394	2657364	2890369
2395	2658540	2889332
2396	2659778	2888361
2397	2661014	2887389
2398	2662278	2886447
2399	2663487	2885444
2400	2664737	2884487
2401	2665857	2883387
2402	2667079	2882399
2403	2668287	2881395
2404	2669431	2880322
2405	2670693	2879376
2406	2671903	2878374
2407	2673031	2877283
2408	2674136	2876167
2409	2675351	2875170
2410	2676468	2874067
2411	2677697	2873085
2412	2678913	2872088
2413	2680167	2871131
2414	2681372	2870123
2415	2682583	2869120
2416	2683808	2868133
2417	2684996	2867105
2418	2686218	2866114
2419	2687392	2865071
2420	2688537	2863997
2421	2689756	2863002
2422	2690877	2861903
2423	2692102	2860914
2424	2693418	2860021
2425	2694652	2859041
2426	2695878	2858053
2427	2697110	2857070
2428	2698312	2856056
2429	2699517	2855045
2430	2700663	2853971
2431	2701774	2852860
2432	2703015	2851887
2433	2704261	2850918
2434	2705514	2849957
2435	2706695	2848919
2436	2707899	2847905
2437	2709024	2846808
2438	2710249	2845817
2439	2711502	2844854
2440	2712686	2843820
2441	2713904	2842820
2442	2715119	2841817
2443	2716331	2840811
2444	2717550	2839812
2445	2718794	2838839
2446	2719912	2837734
2447	2721044	2836644
2448	2722285	2835667
2449	2723416	2834576
2450	2724651	2833592
2451	2725860	2832582
2452	2726971	2831470
2453	2728180	2830459
2454	2729392	2829451
2455	2730616	2828455
2456	2731731	2827347
2457	2732940	2826336
2458	2734044	2825216
2459	2735285	2824238
2460	2736372	2823099
2461	2737567	2822074
2462	2738697	2820981
2463	2739946	2820009
2464	2741069	2818909
2465	2742277	2817895
2466	2743514	2816912
2467	2744640	2815814
2468	2745786	2814736
2469	2746971	2813699
2470	2748220	2812727
2471	2749329	2811612
2472	2750491	2810550
2473	2751582	2809417
2474	2752800	2808412
2475	2754018	2807408
2476	2755210	2806376
2477	2756454	2805398
2478	2757678	2804399
2479	2758929	2803428
2480	2760096	2802371
2481	2761224	2801274
2482	2762427	2800254
2483	2763666	2799268
2484	2764898	2798277
2485	2766022	2797176
2486	2767279	2796209
2487	2768500	2795206
2488	2769734	2794215
2489	2770958	2793215
2490	2772117	2792148
2491	2773341	2791147
2492	2774546	2790127
2493	2775786	2789141
2494	2776910	2788039
2495	2778152	2787056
2496	2779403	2786082
2497	2780566	2785018
2498	2781666	2783893
2499	2782892	2782892
2500	2784102	2781876
2501	2785373	2780920
2502	2786657	2779977
2503	2787867	2778960
2504	2789106	2777971
2505	2790314	2776953
2506	2791515	2775926
2507	2792739	2774923
2508	2793979	2773935
2509	2795210	2772938
2510	2796436	2771935
2511	2797645	2770916
2512	2798784	2769827
2513	2800042	2768856
2514	2801159	2767745
2515	2802355	2766713
2516	2803548	2765677
2517	2804653	2764555
2518	2805866	2763538
2519	2807086	2762529
2520	2808317	2761530
2521	2809500	2760484
2522	2810712	2759467
2523	2811941	2758466
2524	2813035	2757331
2525	2814278	2756343
2526	2815473	2755308
2527	2816694	2754299
2528	2817824	2753200
2529	2819083	2752228
2530	2820303	2751217
2531	2821402	2750087
2532	2822494	2748951
2533	2823634	2747862
2534	2824854	2746851
2535	2825970	2745738
2536	2827162	2744699
2537	2828364	2743669
2538	2829546	2742620
2539	2830764	2741606
2540	2832028	2740636
2541	2833230	2739607
2542	2834497	2738639
2543	2835637	2737549
2544	2836749	2736432
2545	2837959	2735409
2546	2839071	2734291
2547	2840344	2733330
2548	2841578	2732329
2549	2842766	2731285
2550	2843990	2730275
2551	2845239	2729289
2552	2846344	2728164
2553	2847556	2727142
2554	2848745	2726098
2555	2849969	2725088
2556	2851153	2724039
2557	2852389	2723039
2558	2853637	2722051
2559	2854854	2721033
2560	2856076	2720019
2561	2857169	2718883
2562	2858369	2717849
2563	2859626	2716868
2564	2860866	2715871
2565	2862109	2714877
2566	2863309	2713841
2567	2864536	2712832
2568	2865631	2711697
2569	2866860	2710689
2570	2867987	2709584
2571	2869217	2708576
2572	2870432	2707554
2573	2871669	2706554
2574	2872846	2705496
2575	2874070	2704482
2576	2875304	2703477
2577	2876520	2702456
2578	2877623	2701328
2579	2878832	2700300
2580	2880067	2699296
2581	2881310	2698298
2582	2882407	2697165
2583	2883624	2696144
2584	2884891	2695169
2585	2886110	2694149
2586	2887294	2693096
2587	2888568	2692128
2588	2889686	2691013
2589	2890805	2689900
2590	2891926	2688788
2591	2893042	2687671
2592	2894284	2686672
2593	2895498	2685647
2594	2896627	2684542
2595	2897751	2683434
2596	2898880	2682329
2597	2899980	2681198
2598	2901095	2680080
2599	2902293	2679040
2600	2903519	2678024
2601	2904755	2677019
2602	2905987	2676008
2603	2907124	2674912
2604	2908243	2673797
2605	2909496	2672806
2606	2910699	2671769
2607	2911830	2670666
2608	2912930	2669535
2609	2914183	2668543
2610	2915421	2667538
2611	2916537	2666421
2612	2917757	2665399
2613	2919009	2664406
2614	2920234	2663387
2615	2921527	2662431
2616	2922796	2661453
2617	2923995	2660411
2618	2925124	2659305
2619	2926236	2658184
2620	2927348	2657062
2621	2928573	2656044
2622	2929805	2655031
2623	2931043	2654024
2624	2932254	2652991
2625	2933382	2651884
2626	2934608	2650866
2627	2935836	2649848
2628	2936974	2648750
2629	2938211	2647742
2630	2939290	2646590
2631	2940528	2645582
2632	2941644	2644463
2633	2942888	2643460
2634	2944083	2642413
2635	2945290	2641375
2636	2946394	2640246
2637	2947600	2639208
2638	2948723	2638096
2639	2949911	2637042
2640	2951152	2636035
2641	2952382	2635018
2642	2953580	2633972
2643	2954777	2632925
2644	2955960	2631866
2645	2957083	2630753
2646	2958293	2629717
2647	2959440	2628626
2648	2960574	2627524
2649	2961796	2626499
2650	2963090	2625537
2651	2964292	2624493
2652	2965553	2623503
2653	2966748	2622453
2654	2967969	2621427
2655	2969195	2620404
2656	2970418	2619378
2657	2971544	2618268
2658	2972784	2617257
2659	2974006	2616231
2660	2975192	2615172
2661	2976432	2614161
2662	2977664	2613143
2663	2978917	2612143
2664	2980135	2611112
2665	2981176	2609927
2666	2982292	2608806
2667	2983542	2607803
2668	2984664	2606688
2669	2985896	2605669
2670	2987105	2604630
2671	2988233	2603520
2672	2989452	2602489
2673	2990528	2601335
2674	2991627	2600199
2675	2992910	2599224
2676	2994118	2598183
2677	2995238	2597066
2678	2996447	2596026
2679	2997644	2594975
2680	2998901	2593976
2681	3000031	2592868
2682	3001187	2591781
2683	3002431	2590771
2684	3003639	2589730
2685	3004799	2588647
2686	3005920	2587530
2687	3007047	2586418
2688	3008159	2585294
2689	3009415	2584293
2690	3010666	2583287
2691	3011892	2582261
2692	3013044	2581171
2693	3014244	2580121
2694	3015493	2579114
2695	3016711	2578079
2696	3017924	2577041
2697	3019060	2575936
2698	3020371	2574980
2699	3021612	2573965
2700	3022844	2572943
2701	3024083	2571925
2702	3025251	2570848
2703	3026466	2569810
2704	3027707	2568794
2705	3028813	2567663
2706	3030066	2566657
2707	3031290	2565627
2708	3032534	2564613
2709	3033665	2563503
2710	3034860	2562447
