iter	RMSE
113	0.09002343475
114	0.08990749856
115	0.08979051
116	0.08969716677
117	0.08956709014
118	0.08950439662
119	0.08943787405
120	0.08936129771
121	0.08931261872
122	0.08922163878
123	0.08914171766
124	0.08905972279
125	0.08893614876
126	0.08886213589
127	0.08879574573
128	0.08873309164
129	0.08867810773
130	0.08861585664
131	0.08856754047
132	0.0885139742
133	0.08840607626
134	0.0882992572
135	0.0881807045
136	0.08812198374
137	0.08807781628
138	0.0880014441
139	0.08793776561
140	0.08786813143
141	0.08782867953
142	0.08777057609
143	0.08770086755
144	0.08763746433
145	0.08755139191
146	0.08748814734
147	0.08744531211
148	0.08735354404
149	0.08729973519
150	0.0872281533
151	0.08716185462
152	0.08708965308
153	0.08702629247
154	0.0869312177
155	0.0868536475
156	0.08681046828
157	0.08677118745
158	0.08673542062
159	0.08666749581
160	0.08663211602
161	0.08658138508
162	0.08655082086
163	0.08649344753
164	0.08645523537
165	0.08642287962
166	0.0863086868
167	0.08624541868
168	0.08620783573
169	0.08614291253
170	0.08607543997
171	0.0860229627
172	0.08598309795
173	0.08593305609
174	0.08589583212
175	0.08585403564
176	0.0858132232
177	0.08576664984
178	0.08574179177
179	0.08570182452
180	0.08563967301
181	0.0855620042
182	0.08551370933
183	0.08548007451
184	0.08542984822
185	0.08535005842
186	0.08529949961
187	0.08524053882
188	0.08519235776
189	0.085115118
190	0.08507447157
191	0.08503568613
192	0.08498705642
193	0.08494262079
194	0.08489435144
195	0.08485426987
196	0.08478407783
197	0.08475163393
198	0.08471330977
199	0.08467146692
200	0.08463056477
201	0.08457299462
202	0.08453229873
203	0.08449899288
204	0.08446096797
205	0.084431316
206	0.08436103505
207	0.08433830017
208	0.08428313623
209	0.08423950884
210	0.08420583955
211	0.08414785323
212	0.08412131606
213	0.08408628143
214	0.08402375213
215	0.08399306922
216	0.08395581141
217	0.08390327788
218	0.08386706931
219	0.08383424866
220	0.08381041407
221	0.0837670522
222	0.08372711947
223	0.08368393154
224	0.08366479362
225	0.0836320192
226	0.0835970917
227	0.08356750345
228	0.0835478944
229	0.08351656993
230	0.0834691368
231	0.08343535077
232	0.08341800912
233	0.08334342253
234	0.08328571154
235	0.08326152687
236	0.08322889084
237	0.08319569332
238	0.08315171606
239	0.08308973021
240	0.08304780963
241	0.08302719673
242	0.08300854282
243	0.08297136731
244	0.08294462496
245	0.08290484639
246	0.08286914781
247	0.08283725191
248	0.08278339436
249	0.08275574848
250	0.08272978529
251	0.0826580615
252	0.08263466457
253	0.08260417676
254	0.08256444838
255	0.08252454639
256	0.08249869562
257	0.08244947177
258	0.08235747017
259	0.08232298463
260	0.08230346617
261	0.08225389463
262	0.08218770545
263	0.08215517182
264	0.08211537304
265	0.0820874251
266	0.0820677188
267	0.08204408256
268	0.08201141781
269	0.08197120974
270	0.0819379414
271	0.08189971818
272	0.08186669204
273	0.08184583216
274	0.08180694653
275	0.08176702993
276	0.08174591982
277	0.08171249702
278	0.0816776764
279	0.08161380346
280	0.08158759786
281	0.08156358306
282	0.08152982393
283	0.08150360333
284	0.08148868312
285	0.08145256554
286	0.08141869108
287	0.08135228128
288	0.08131088312
289	0.0812831347
290	0.08125701555
291	0.08122085586
292	0.08120108529
293	0.08117437169
294	0.08115311859
295	0.08111543791
296	0.08111286619
297	0.08108518043
298	0.08105082109
299	0.08102265401
300	0.08099767529
301	0.08097235371
302	0.08094713863
303	0.08093066115
304	0.0809091572
305	0.0808908933
306	0.08085755703
307	0.08081758336
308	0.08078824385
309	0.080766445
310	0.08074584642
311	0.0807376089
312	0.08072620018
313	0.08070948609
314	0.08069094427
315	0.08067082009
316	0.08063877228
317	0.08061757979
318	0.08060106807
319	0.08058263228
320	0.08054939252
321	0.08052404612
322	0.08049961414
323	0.08047855158
324	0.08044262904
325	0.08040400576
326	0.08038895187
327	0.08037063102
328	0.08032318417
329	0.08028992933
330	0.08025848424
331	0.08023942857
332	0.08021229778
333	0.08017766592
334	0.08016337328
335	0.08014422598
336	0.0801233477
337	0.08009481358
338	0.08007172898
339	0.08004880206
340	0.08000658174
341	0.07998916777
342	0.07996721631
343	0.07994427045
344	0.07992009448
345	0.07987872088
346	0.07984960318
347	0.07982017449
348	0.07980307422
349	0.07975577267
350	0.07973846973
351	0.07972054816
352	0.07969548409
353	0.07966627053
354	0.07964816157
355	0.0796237152
356	0.07959235492
357	0.07957582358
358	0.07955387386
359	0.07954074652
360	0.07952188849
361	0.0795055768
362	0.07948974477
363	0.07946594874
364	0.07943523121
365	0.0794168784
366	0.07940235534
367	0.07937166011
368	0.07935458341
369	0.07933919925
370	0.07931632698
371	0.07929045691
372	0.07927169312
373	0.07924245542
374	0.07920567862
375	0.079195832
376	0.07917649957
377	0.07913648159
378	0.07912253781
379	0.07909355462
380	0.07906752653
381	0.07904483068
382	0.0790102818
383	0.0789935043
384	0.07897420836
385	0.07896217865
386	0.07894710516
387	0.07893209055
388	0.07890189508
389	0.07888863632
390	0.07887150751
391	0.07884038312
392	0.07878700801
393	0.07876775257
394	0.07872493077
395	0.07868558483
396	0.07865035146
397	0.07862761112
398	0.07860609671
399	0.0785906871
400	0.07856900527
401	0.07853800372
402	0.07852704428
403	0.07850390938
404	0.07849312511
405	0.07847906709
406	0.07846012151
407	0.07843189702
408	0.07840816176
409	0.07838720554
410	0.07836731915
411	0.0783437443
412	0.07832846777
413	0.07830947374
414	0.07828964963
415	0.07826767595
416	0.07824257933
417	0.07822463874
418	0.07821072301
419	0.07819030331
420	0.0781729833
421	0.07815457996
422	0.07814297333
423	0.07813078589
424	0.07811136063
425	0.07808331116
426	0.07807152227
427	0.07805140063
428	0.07803095274
429	0.07800879117
430	0.0779861717
431	0.07797218149
432	0.07795892025
433	0.07794120419
434	0.07793078719
435	0.07790806495
436	0.07788744985
437	0.0778774591
438	0.07786594015
439	0.07784980108
440	0.07782000007
441	0.07779444679
442	0.07776970769
443	0.07775723572
444	0.07774314519
445	0.07772058687
446	0.0777004598
447	0.07768564142
448	0.0776677064
449	0.07764476034
450	0.07762494475
451	0.07759957573
452	0.07758701878
453	0.07755716316
454	0.07754262972
455	0.07752525663
456	0.07751234889
457	0.07749509408
458	0.07747283327
459	0.0774553458
460	0.07741540958
461	0.07740550408
462	0.07738577694
463	0.07735118237
464	0.07733518773
465	0.07731051847
466	0.0772982876
467	0.0772672248
468	0.07724259492
469	0.07722486387
470	0.07721188139
471	0.0771909147
472	0.07717860015
473	0.07715928227
474	0.0771397551
475	0.07712362052
476	0.07710658167
477	0.07709264185
478	0.07707715164
479	0.07705571606
480	0.07704459906
481	0.07703333812
482	0.077017513
483	0.07700444089
484	0.07698377274
485	0.07696749673
486	0.07694385705
487	0.07692299861
488	0.0769089187
489	0.07689093877
490	0.07687198077
491	0.07686395623
492	0.07685098561
493	0.07683427087
494	0.07681765296
495	0.07679813597
496	0.07678014167
497	0.07675584262
498	0.07674291372
499	0.07673521606
500	0.07671355819
501	0.07669173943
502	0.07667677145
503	0.07666133181
504	0.07664050794
505	0.07662882066
506	0.07661757963
507	0.07659428417
508	0.07658406019
509	0.07657130067
510	0.07654725292
511	0.07653700229
512	0.07652237457
513	0.07650789491
514	0.07649245692
515	0.076481558
516	0.07646754985
517	0.07644677692
518	0.07643281452
519	0.07639148458
520	0.07637522735
521	0.07636539304
522	0.07635059281
523	0.07633943222
524	0.07631632517
525	0.07630441329
526	0.07628370169
527	0.07626905528
528	0.07624839863
529	0.0762316745
530	0.07621107974
531	0.07618580815
532	0.07616411581
533	0.0761475571
534	0.07613689355
535	0.0761201759
536	0.0761014254
537	0.076085502
538	0.07606727526
539	0.07605284635
540	0.07602546299
541	0.07601030709
542	0.07599158041
543	0.07598307775
544	0.07597529341
545	0.07596398864
546	0.0759630993
547	0.07594289581
548	0.07592737578
549	0.07591670656
550	0.0758924542
551	0.07587749473
552	0.07586386697
553	0.07585549757
554	0.07583894133
555	0.07582997236
556	0.07579927653
557	0.07577947781
558	0.07576154142
559	0.0757539483
560	0.07572515352
561	0.07571305695
562	0.075703313
563	0.07569331562
564	0.07568178303
565	0.07567061765
566	0.07565579576
567	0.0756384271
568	0.07562352021
569	0.07560938176
570	0.0755880754
571	0.07557261922
572	0.07555770987
573	0.07554708211
574	0.07553000658
575	0.07551963624
576	0.07549938784
577	0.07547541087
578	0.0754570425
579	0.07544335905
580	0.07542765575
581	0.07541623968
582	0.07539736915
583	0.07538047929
584	0.0753624999
585	0.07533581597
586	0.07531513328
587	0.07529739048
588	0.07528245501
589	0.07526197497
590	0.07525272562
591	0.07523797533
592	0.07523012551
593	0.0752166012
594	0.07520169842
595	0.07519415787
596	0.07518714918
597	0.0751764427
598	0.07516197954
599	0.07514939434
600	0.07513495068
601	0.07512465817
602	0.07511074681
603	0.07509244893
604	0.07507214412
605	0.07505511053
606	0.07503586688
607	0.07503038751
608	0.07500672506
609	0.07499443341
610	0.07498002238
611	0.07497038215
612	0.0749588605
613	0.07494436681
614	0.07491696573
615	0.07489818948
616	0.07488617629
617	0.07487314051
618	0.07485745619
619	0.07484527367
620	0.07483836431
621	0.07482852722
622	0.07481535786
623	0.07480182117
624	0.07479292836
625	0.07478233727
626	0.07474950604
627	0.07473426881
628	0.0747187347
629	0.07470285347
630	0.07468514263
631	0.07467108961
632	0.07465503644
633	0.07464267141
634	0.07462901405
635	0.07461760682
636	0.07460102729
637	0.07457917734
638	0.07456587738
639	0.07455552497
640	0.0745425828
641	0.07452840419
642	0.07451797682
643	0.07449996702
644	0.07449049728
645	0.07448123783
646	0.07447357459
647	0.07445886425
648	0.07444951986
649	0.07443644161
650	0.07442012556
651	0.07440430733
652	0.07439377295
653	0.07437644125
654	0.0743661006
655	0.07435358641
656	0.07433571887
657	0.07431384077
658	0.07430160222
659	0.0742880608
660	0.07427438498
661	0.07426528722
662	0.07425458813
663	0.07424709949
664	0.07423999486
665	0.0742201889
666	0.07420601887
667	0.07419697635
668	0.07418549071
669	0.07417343873
670	0.07416620537
671	0.07414854635
672	0.07413214077
673	0.07412183894
674	0.07410703481
675	0.07409174
676	0.0740690104
677	0.07405640519
678	0.07404732833
679	0.07403456789
680	0.07402135232
681	0.07401122952
682	0.07400039399
683	0.07398584115
684	0.07397222885
685	0.07395449569
686	0.07393154685
687	0.07391181939
688	0.07389591976
689	0.07388658754
690	0.07387213927
691	0.07385612659
692	0.0738406055
693	0.07383271746
694	0.07381930606
695	0.07380500706
696	0.07378766873
697	0.07377256411
698	0.07375304864
699	0.07374632469
700	0.0737385812
701	0.07372574531
702	0.07371665088
703	0.07370042818
704	0.07369194952
705	0.07367628336
706	0.07366349188
707	0.07364846997
708	0.07363739193
709	0.07362929756
710	0.07361809346
711	0.07360822752
712	0.07360150788
713	0.07359227133
714	0.07357885046
715	0.07356619414
716	0.07355802605
717	0.07354891637
718	0.07353932997
719	0.07353055289
720	0.07351334516
721	0.07350079611
722	0.07348318883
723	0.07347133376
724	0.07345289668
725	0.07344582661
726	0.07343549006
727	0.073426334
728	0.07342038626
729	0.0733940853
730	0.07338950381
731	0.07337885416
732	0.07336467089
733	0.07335205398
734	0.07333816575
735	0.07332982921
736	0.0733173341
737	0.07330046676
738	0.07328940855
739	0.07327339492
740	0.07326189336
741	0.07325183291
742	0.07323843625
743	0.07321288454
744	0.07319913719
745	0.07319129943
746	0.07317749944
747	0.07316338394
748	0.07315417614
749	0.07314048318
750	0.07312950953
751	0.07312006644
752	0.07310932652
753	0.07309449543
754	0.07308574573
755	0.07307125193
756	0.07305055905
757	0.07304295712
758	0.07303293366
759	0.07301808739
760	0.07300281968
761	0.07299036882
762	0.07297789049
763	0.07296727643
764	0.07295778507
765	0.0729405731
766	0.07292828739
767	0.07291520203
768	0.07290178119
769	0.07289233894
770	0.07288076407
771	0.07286193591
772	0.07283768059
773	0.07280986743
774	0.07279662025
775	0.07279055771
776	0.07277019008
777	0.07275982603
778	0.07274219461
779	0.07272891378
780	0.07271541733
781	0.07270906118
782	0.07269647269
783	0.07268286507
784	0.07266565627
785	0.07264858949
786	0.07263819844
787	0.0726256419
788	0.07261839821
789	0.07260510912
790	0.07259835513
791	0.07258998413
792	0.07257682469
793	0.07256019836
794	0.07254885932
795	0.07253679641
796	0.07251802376
797	0.07251189009
798	0.07249556045
799	0.07248428978
800	0.07247137318
801	0.07246097562
802	0.07245327885
803	0.0724434344
804	0.07243613694
805	0.07242698519
806	0.07241928662
807	0.07240713681
808	0.07238730129
809	0.072373846
810	0.07236309587
811	0.0723573048
812	0.07234775766
813	0.07233631233
814	0.07232026962
815	0.07231037276
816	0.07229718491
817	0.0722916422
818	0.07227791914
819	0.07227305938
820	0.07226317086
821	0.07224660848
822	0.0722282436
823	0.07221965248
824	0.07221002482
825	0.0721923607
826	0.07217783831
827	0.07217054946
828	0.07216400371
829	0.07215007843
830	0.07214031118
831	0.07212678006
832	0.07211855393
833	0.07210524503
834	0.07209159029
835	0.07207892875
836	0.07206885074
837	0.07205455927
838	0.07204508432
839	0.07203664883
840	0.07202473058
841	0.07201663283
842	0.07200187605
843	0.07199068828
844	0.07198138668
845	0.07196922342
846	0.07195176553
847	0.07194403499
848	0.07193794657
849	0.07192887777
850	0.07191798677
851	0.07190722565
852	0.07189957775
853	0.07188061263
854	0.07186674569
855	0.07185933277
856	0.07184997234
857	0.07184047947
858	0.07183113994
859	0.07181595696
860	0.0718086379
861	0.07179832828
862	0.07178843402
863	0.07177743402
864	0.07176760404
865	0.07175980236
866	0.07175009018
867	0.07173827285
868	0.07173127701
869	0.07171943686
870	0.07170049812
871	0.07169187981
872	0.07168450595
873	0.07167403014
874	0.07166464681
875	0.07165367781
876	0.07164705044
877	0.07163682585
878	0.07161995649
879	0.07160936812
880	0.07160076983
881	0.0715869781
882	0.07157697736
883	0.07156853729
884	0.07156006821
885	0.07154740346
886	0.07152945498
887	0.07152005181
888	0.07150911437
889	0.07150093941
890	0.07148678842
891	0.07147555776
892	0.07146876641
893	0.07145428178
894	0.07144564258
895	0.07144057529
896	0.07142484784
897	0.07140882886
898	0.07139980149
899	0.0713901018
900	0.07138175263
901	0.07136769394
902	0.07135453437
903	0.07134446617
904	0.07133116741
905	0.07131879433
906	0.0713070506
907	0.0712996865
908	0.07129116115
909	0.07127849347
910	0.07126860519
911	0.07125969365
912	0.0712509054
913	0.07124018431
914	0.07123245577
915	0.07122130957
916	0.07120997764
917	0.07119787441
918	0.07119203076
919	0.07118208314
920	0.07116909882
921	0.0711571682
922	0.07114614448
923	0.07113637676
924	0.07113088009
925	0.07112614783
926	0.07111339994
927	0.07110271158
928	0.0710927977
929	0.07108268574
930	0.07107087401
931	0.07105360813
932	0.07104344093
933	0.07103398659
934	0.07102735279
935	0.07101730448
936	0.0710082076
937	0.07099705147
938	0.07098763814
939	0.0709765729
940	0.07097161828
941	0.07096119059
942	0.07094967424
943	0.07094196245
944	0.07093306835
945	0.07092530398
946	0.07091479669
947	0.07090063907
948	0.07089134981
949	0.0708806948
950	0.07087187069
951	0.07085685379
952	0.07083945759
953	0.07082997362
954	0.07082061028
955	0.07081108078
956	0.07080047649
957	0.07079057795
958	0.07078372357
959	0.07077387991
960	0.07076081462
961	0.070753904
962	0.07074354869
963	0.0707343892
964	0.07072205252
965	0.07071264869
966	0.07070432319
967	0.07069381075
968	0.07068423466
969	0.0706741259
970	0.07066622106
971	0.0706584475
972	0.07064975921
973	0.07063911112
974	0.07062862506
975	0.07062004702
976	0.07061019352
977	0.07060413278
978	0.07059152076
979	0.07058195919
980	0.07057283087
981	0.07056007395
982	0.07055107723
983	0.07053635142
984	0.07052892064
985	0.07051590361
986	0.07050823982
987	0.07049500752
988	0.07049025435
989	0.07048489654
990	0.07047712821
991	0.07047065004
992	0.07046250464
993	0.07045162208
994	0.07044093081
995	0.07043442577
996	0.07042406563
997	0.07041153599
998	0.07040552245
999	0.07038673209
1000	0.0703781236
1001	0.07037025158
1002	0.07036286617
1003	0.0703547397
1004	0.07034999151
1005	0.07033926126
1006	0.0703334335
1007	0.07032250313
1008	0.07031317238
1009	0.07030399653
1010	0.07029703522
1011	0.07028703525
1012	0.07027906352
1013	0.07027573162
1014	0.07026539469
1015	0.07025759142
1016	0.07024213182
1017	0.07023656358
1018	0.07023135812
1019	0.07022262447
1020	0.07021529286
1021	0.07020670294
1022	0.0702002436
1023	0.07019629354
1024	0.07018407738
1025	0.07017051136
1026	0.07016070411
1027	0.07015038866
1028	0.0701452114
1029	0.0701384214
1030	0.07013228506
1031	0.07012370552
1032	0.07011226817
1033	0.07009514925
1034	0.07008752109
1035	0.07008287584
1036	0.07006697167
1037	0.07006121895
1038	0.07005190791
1039	0.07004633069
1040	0.07004114503
1041	0.07003106846
1042	0.07002309441
1043	0.07001839045
1044	0.07000721608
1045	0.06999986928
1046	0.06998667084
1047	0.06998132773
1048	0.06997295916
1049	0.06996211546
1050	0.06995474037
1051	0.0699397025
1052	0.06993013839
1053	0.06992041421
1054	0.0699089796
1055	0.06989707308
1056	0.06988639549
1057	0.06987626951
1058	0.06986523713
1059	0.06985695424
1060	0.0698480767
1061	0.06984232346
1062	0.06983495876
1063	0.06982568491
1064	0.06981653263
1065	0.06980726857
1066	0.069799687
1067	0.06979348212
1068	0.06978612928
1069	0.0697805179
1070	0.06977483111
1071	0.06976620316
1072	0.0697592767
1073	0.06975466016
1074	0.06974841352
1075	0.06974155118
1076	0.06973571445
1077	0.06972664229
1078	0.06970907122
1079	0.06970446862
1080	0.06968842192
1081	0.06967507209
1082	0.06966581768
1083	0.06965649218
1084	0.06964975623
1085	0.06964072895
1086	0.06962991803
1087	0.06962225908
1088	0.06961001326
1089	0.06960105792
1090	0.06959054893
1091	0.06957851741
1092	0.06957231048
1093	0.06955789858
1094	0.06955003381
1095	0.06954189867
1096	0.06952969338
1097	0.06951849656
1098	0.06951247042
1099	0.06950338294
1100	0.06949664476
1101	0.06948725026
1102	0.06947810855
1103	0.06947119665
1104	0.06946524217
1105	0.06945642637
1106	0.06945113868
1107	0.06944269265
1108	0.06943869376
1109	0.0694322107
1110	0.0694193983
1111	0.0694120362
1112	0.06940688476
1113	0.06939161199
1114	0.06938559952
1115	0.06937596563
1116	0.06936444846
1117	0.06935270203
1118	0.06934307352
1119	0.06933795142
1120	0.06932947969
1121	0.06932338092
1122	0.06931723692
1123	0.06931119181
1124	0.06930271837
1125	0.0692947673
1126	0.06928803502
1127	0.06928028713
1128	0.06926784969
1129	0.06926079042
1130	0.06925071911
1131	0.06923972073
1132	0.06922886891
1133	0.0692218979
1134	0.0692168714
1135	0.06920805936
1136	0.06919388799
1137	0.06918140627
1138	0.06917391927
1139	0.06916621904
1140	0.06916226912
1141	0.06915601448
1142	0.06915004721
1143	0.06913768605
1144	0.06912681328
1145	0.06912136092
1146	0.06911203427
1147	0.06910286893
1148	0.06909378162
1149	0.06908959787
1150	0.06908306105
1151	0.06907396655
1152	0.06906730341
1153	0.0690639965
1154	0.06905646194
1155	0.06905165112
1156	0.0690420102
1157	0.06903171183
1158	0.06902152159
1159	0.06901375674
1160	0.06900148683
1161	0.06899402929
1162	0.06898602436
1163	0.06897857361
1164	0.06896884494
1165	0.06896227626
1166	0.06895512267
1167	0.06894693678
1168	0.0689408503
1169	0.06892762976
1170	0.06891994042
1171	0.06891331067
1172	0.06890239964
1173	0.06889325059
1174	0.06888467391
1175	0.06887654497
1176	0.06886812646
1177	0.0688596501
1178	0.06885612674
1179	0.0688457835
1180	0.06883720084
1181	0.06883248935
1182	0.06882490713
1183	0.06881738624
1184	0.06881061511
1185	0.06879613573
1186	0.06879099072
1187	0.06878554441
1188	0.06877333153
1189	0.06876871964
1190	0.06876467562
1191	0.06875685244
1192	0.06874771531
1193	0.06873876295
1194	0.06872888599
1195	0.06872148597
1196	0.06871762346
1197	0.06870941777
1198	0.06870097322
1199	0.06869497333
1200	0.0686844064
1201	0.06867231695
1202	0.06866459022
1203	0.06865413764
1204	0.06864457812
1205	0.06863978467
1206	0.06863226275
1207	0.0686186668
1208	0.06861026942
1209	0.06860106813
1210	0.06859555447
1211	0.06858263149
1212	0.06857591571
1213	0.06856899161
1214	0.06856373757
1215	0.06855119819
1216	0.06854434536
1217	0.0685388704
1218	0.06852897764
1219	0.06852136108
1220	0.06851677474
1221	0.06850904046
1222	0.0685056314
1223	0.06850049013
1224	0.06849710811
1225	0.06849159544
1226	0.06848465766
1227	0.0684768931
1228	0.06846680192
1229	0.0684623473
1230	0.06845645813
1231	0.06844556109
1232	0.06843765977
1233	0.06842985126
1234	0.06841941704
1235	0.06841375194
1236	0.06840120786
1237	0.06839251478
1238	0.06838174264
1239	0.06837355871
1240	0.06836741394
1241	0.06835468016
1242	0.06834479244
1243	0.06833662297
1244	0.06832586747
1245	0.06831485875
1246	0.06830512719
1247	0.06829781644
1248	0.06829235729
1249	0.06828549159
1250	0.0682730795
1251	0.06826845177
1252	0.06826137096
1253	0.06825661598
1254	0.06825222412
1255	0.06824592755
1256	0.06824050509
1257	0.06823249311
1258	0.06822722104
1259	0.06822086565
1260	0.06820951984
1261	0.06820239507
1262	0.06818943052
1263	0.06818432731
1264	0.06817971815
1265	0.06817215675
1266	0.06816693145
1267	0.06815825896
1268	0.06815107313
1269	0.06814075697
1270	0.06813500671
1271	0.06813099901
1272	0.06812689742
1273	0.06811657079
1274	0.06811015912
1275	0.06810089504
1276	0.06809117456
1277	0.06808458214
1278	0.06807539798
1279	0.06806530492
1280	0.06805607983
1281	0.06804717397
1282	0.06803680827
1283	0.06802871581
1284	0.06802329041
1285	0.06801510291
1286	0.068001667
1287	0.06799710308
1288	0.06799051197
1289	0.06798285303
1290	0.06797456453
1291	0.06796969582
1292	0.06796390056
1293	0.0679555638
1294	0.06795034538
1295	0.06793733624
1296	0.06792492497
1297	0.06791530045
1298	0.06790574954
1299	0.06789902856
1300	0.06788985223
1301	0.06788250788
1302	0.06787431969
1303	0.06786058078
1304	0.06785139501
1305	0.06784404446
1306	0.06782639421
1307	0.06781780466
1308	0.0678088061
1309	0.06780196497
1310	0.06778810559
1311	0.06777815835
1312	0.06777417786
1313	0.06776807098
1314	0.06775680054
1315	0.06774983709
1316	0.06774148592
1317	0.06772675164
1318	0.06771833602
1319	0.0677136956
1320	0.06770502818
1321	0.06769581815
1322	0.06768561105
1323	0.06767813756
1324	0.06767063334
1325	0.06766433758
1326	0.06765551342
1327	0.06764982718
1328	0.06764104631
1329	0.06763108087
1330	0.06762277827
1331	0.0676167097
1332	0.06760709699
1333	0.06760224911
1334	0.0675945508
1335	0.06758952703
1336	0.06758220865
1337	0.06757584419
1338	0.06756936395
1339	0.06755895555
1340	0.06755134964
1341	0.06754236445
1342	0.0675385222
1343	0.06753012505
1344	0.06752377418
1345	0.06751675324
1346	0.06750332277
1347	0.0674926152
1348	0.06748542316
1349	0.06748064089
1350	0.06747134234
1351	0.06746152918
1352	0.06745377821
1353	0.06744709257
1354	0.06744375014
1355	0.06743626795
1356	0.06742914681
1357	0.06742397282
1358	0.06741129239
1359	0.06740246729
1360	0.06739350087
1361	0.06738806818
1362	0.06738186946
1363	0.06737321711
1364	0.067364273
1365	0.06735806664
1366	0.06734958563
1367	0.06734361636
1368	0.06733661546
1369	0.06732790607
1370	0.06732068813
1371	0.06730971069
1372	0.06730132881
1373	0.06729051291
1374	0.067284111
1375	0.06727663188
1376	0.0672685893
1377	0.06725844227
1378	0.06724896696
1379	0.06724252196
1380	0.06722861209
1381	0.06722222921
1382	0.0672122484
1383	0.0672061406
1384	0.06720007111
1385	0.06718699465
1386	0.06718105063
1387	0.06716939737
1388	0.06715780464
1389	0.06714762389
1390	0.06714176284
1391	0.06713213188
1392	0.06712678876
1393	0.06711764396
1394	0.0671116439
1395	0.06710670357
1396	0.06710139756
1397	0.06709723899
1398	0.06708418082
1399	0.06707678541
1400	0.06706763162
1401	0.06705808226
1402	0.06705070121
1403	0.06704607878
1404	0.06703848325
1405	0.06703001553
1406	0.06701989436
1407	0.06701255109
1408	0.06700779443
1409	0.06699923285
1410	0.0669929169
1411	0.06698900252
1412	0.06697964961
1413	0.06697230981
1414	0.06696587687
1415	0.06696228647
1416	0.06695560587
1417	0.06694742928
1418	0.06694163441
1419	0.06693836736
1420	0.06693208301
1421	0.06692697137
1422	0.06692432642
1423	0.06691177305
1424	0.06690329071
1425	0.06689455147
1426	0.06688701976
1427	0.06687847293
1428	0.06686962908
1429	0.06686606014
1430	0.0668601897
1431	0.06685394707
1432	0.06684660203
1433	0.06683822912
1434	0.06683358237
1435	0.06682788996
1436	0.06682003512
1437	0.06681072163
1438	0.06680650537
1439	0.06679641863
1440	0.06678983714
1441	0.06677910626
1442	0.06677199305
1443	0.06676869453
1444	0.06676240252
1445	0.06675289845
1446	0.06674768053
1447	0.06674196909
1448	0.0667363496
1449	0.0667251014
1450	0.06671859588
1451	0.06671350684
1452	0.06670798121
1453	0.06669938773
1454	0.06669444849
1455	0.06668763677
1456	0.06668056311
1457	0.06667157992
1458	0.06666178054
1459	0.06665473689
1460	0.06664908979
1461	0.0666411865
1462	0.0666331528
1463	0.06662699173
1464	0.06661328294
1465	0.06660632368
1466	0.0666003633
1467	0.06659728695
1468	0.0665882741
1469	0.06657972467
1470	0.06657504334
1471	0.06657201275
1472	0.06656303594
1473	0.06655510097
1474	0.06654869936
1475	0.0665411773
1476	0.06653465898
1477	0.06652955266
1478	0.06652353007
1479	0.06651544591
1480	0.06650903355
1481	0.06650184808
1482	0.06649410669
1483	0.06648803846
1484	0.0664819701
1485	0.06647264608
1486	0.06646820723
1487	0.06645991704
1488	0.06645308573
1489	0.06644529172
1490	0.06643586813
1491	0.06642856969
1492	0.06642160361
1493	0.06641665931
1494	0.06641006777
1495	0.06640540497
1496	0.06639714677
1497	0.06639134803
1498	0.06638398789
1499	0.06638007815
1500	0.06637220504
